,County,Price,Primary category,Venue Name,Venue id
637,Los Angeles,2,Music Venue,The Hollywood Bowl,4161e400f964a5206f1d1fe3
638,Los Angeles,2,Farmers Market,The Original Farmers Market,4a47e4f1f964a52040aa1fe3
639,Los Angeles,2,Farmers Market,Hollywood Farmer's Market,49c53ab6f964a520ea561fe3
640,Los Angeles,2,Sandwich Place,Mendocino Farms,524f7377498e1c862a0f5cf7
641,Los Angeles,2,Mexican Restaurant,Tocaya Organica,5705a4e3498ea0a84f29d7f6
642,Los Angeles,2,Coffee Shop,Blue Bottle Coffee,56e59bb0498e29dda29f7621
643,Los Angeles,2,Coffee Shop,Verve Coffee Roasters,55df659e498ee04c03f457b1
644,Los Angeles,2,Ice Cream Shop,Salt & Straw,541487f8498ecd37177dcca6
645,Los Angeles,2,Mediterranean Restaurant,Bavel,5ade034f56c89f3f7d590b9d
646,Los Angeles,2,Sushi Restaurant,KazuNori: The Original Hand Roll Bar,53d06bba498e6c801ea9816e
647,Los Angeles,2,New American Restaurant,Superba Food + Bread,530faf60498e4936dd032288
648,Los Angeles,2,Mediterranean Restaurant,Dune,54c7e947498e0337af1a23c0
649,Los Angeles,2,Pizza Place,Pizzeria Mozza,4724d2d5f964a520d74b1fe3
650,Los Angeles,2,Latin American Restaurant,Dama Fashion District,5b429a7e7564f7002c33491d
651,Los Angeles,2,American Restaurant,Ostrich Farm,54a7698a498e98a2023c0a00
652,Los Angeles,2,Coffee Shop,Verve Coffee,54c7d710498ed093faf6a57e
653,Los Angeles,2,German Restaurant,Wurstküche,49b064dcf964a520bc521fe3
654,Los Angeles,2,Ethiopian Restaurant,Meals By Genet,4bf739e0508c0f47a7683d31
655,Los Angeles,2,Seafood Restaurant,The Boiling Crab,54d52884498eca3643a5558f
656,Los Angeles,2,Italian Restaurant,Felix Trattoria,58e6a6cf6cea3f3dd9c8b8b5
657,Los Angeles,2,German Restaurant,Wurstküche,4e3db435d22d102e8545e7e3
658,Los Angeles,2,Restaurant,Mh Zh,58d53ac1b38b326aadf27157
659,Los Angeles,2,American Restaurant,Mendocino Farms,4bd7a7ffe914a59389d551fa
660,Los Angeles,2,Sushi Restaurant,Kazunori,591df7df6fa81f3c8c1f4296
661,Los Angeles,2,Deli / Bodega,Brent's Deli,49c1721bf964a520a8551fe3
662,Los Angeles,2,Sandwich Place,Mendocino Farms,4eb09cc093adccbac45899eb
663,Los Angeles,3,Theme Park Ride / Attraction,The Wizarding World of Harry Potter,4ee3a0d59a52c1dad97abaac
664,Los Angeles,3,Theme Park,Universal Studios Hollywood,4a6cc0f0f964a52088d11fe3
665,Los Angeles,3,Theme Park Ride / Attraction,Harry Potter and the Forbidden Journey,56c0efdecd1043d2f474b9cd
666,Los Angeles,3,Italian Restaurant,Bestia,506a1177e4b0bafc66607b7d
667,Los Angeles,3,French Restaurant,République,527dab3d11d242392040d3a3
668,Los Angeles,3,Grocery Store,Whole Foods Market,562796d5498e03dd35da0f5e
669,Los Angeles,3,Sushi Restaurant,SUGARFISH | Santa Monica,4d3a0739979ea1431ac88bfc
670,Los Angeles,3,Speakeasy,No Vacancy,509a18d8e4b08bf010b68112
671,Los Angeles,3,Sushi Restaurant,SUGARFISH by sushi nozawa,5137c5afe4b097f9ccc87832
672,Los Angeles,3,Cocktail Bar,Everson Royce Bar,55fccaa5498ec525f32b644d
673,Los Angeles,3,Korean Restaurant,Kang Ho Dong Baek Jeong,4f0fcb0be4b07e9ec8c0cacc
674,Los Angeles,3,Café,Gjusta,544e59cc498ee019d1af49d6
675,Los Angeles,3,American Restaurant,Bandera,45a22f9cf964a520e9401fe3
676,Los Angeles,3,Italian Restaurant,Jon & Vinny's,553559ab498ee7a9ecd3e7ba
677,Los Angeles,3,Italian Restaurant,Angelini Osteria,4a8e0dd4f964a520e81120e3
678,Los Angeles,3,New American Restaurant,Ysabel West Hollywood,54dc21cf498e6287692057c7
679,Los Angeles,3,Speakeasy,Birds & Bees,5873fafb5e789611577ee395
680,Los Angeles,3,New American Restaurant,Gjelina,4a6bdc59f964a52020d01fe3
681,Los Angeles,3,Korean Restaurant,Park's BBQ,4ad94bbaf964a520a61921e3
682,Los Angeles,3,Performing Arts Venue,The Magic Castle,468d7b22f964a52076481fe3
683,Los Angeles,3,Italian Restaurant,Bottega Louie,49e25d07f964a5200f621fe3
684,Los Angeles,3,Lounge,Mojo Hookah lounge,56c00eb9cd104c42298ee68d
685,Los Angeles,3,New American Restaurant,Here's Looking at You,574f9a9d498e6a1b7c8aeda2
686,Los Angeles,4,Steakhouse,Lawry's The Prime Rib,3fd66200f964a520cfee1ee3
687,Los Angeles,4,Basketball Stadium,STAPLES Center,42893400f964a5207e231fe3
688,Los Angeles,4,Sushi Restaurant,Koi Restaurant,4a1a01fcf964a520797a1fe3
689,Los Angeles,4,Tapas Restaurant,The Bazaar by José Andrés,4abc28daf964a5209e8620e3
690,Los Angeles,4,Lounge,Soho House,4b91de6df964a520acdc33e3
691,Madera,1,Mexican Restaurant,Sal's,4b9fd83df964a520fd4337e3
692,Madera,1,Coffee Shop,Starbucks,4b957081f964a520aaa234e3
693,Madera,1,Coffee Shop,Starbucks,4be18b2c8e2962b544589b0a
694,Madera,1,Coffee Shop,Starbucks,570847c5cd102400483c0a15
695,Madera,1,Mexican Restaurant,Chipotle Mexican Grill,577447bf498ee11d22732fb9
696,Madera,1,Pizza Place,Round Table Pizza,4c12a04da1010f475b344918
697,Madera,1,Sandwich Place,Deli Delicious,55afb6af498efe124a6ccb4f
698,Madera,1,Taco Place,Carniceria Y Taqueria Mexico,4cf6a61f1cfea093b7c6e039
699,Madera,1,Sandwich Place,Deli Delicious,5260a3e411d244d5b6f3031d
700,Madera,1,Sandwich Place,Jimmy John's,5707305f498ef6461e373648
701,Madera,1,Mediterranean Restaurant,Kebab Grill,4c2558b8136d20a1ca80e361
702,Madera,1,Fast Food Restaurant,Rally's,4b830aa1f964a52024f430e3
703,Madera,1,Pizza Place,Mountain Mike's Pizza,4f3c3f02e4b05966f68654ca
704,Madera,1,Pizza Place,Papa Murphys,4dc73ef9d164eb9ca01c4867
705,Madera,1,Chinese Restaurant,Panda Express,4b82fe94f964a52087f130e3
706,Madera,1,Sandwich Place,SUBWAY,4bbce8e6a0a0c9b614f81a0f
707,Madera,1,Burger Joint,Frosty Queen,52bb452f498e0663e0260af5
708,Madera,1,Fast Food Restaurant,SONIC Drive In,4bf0622124f020a19f0c684f
709,Madera,1,Breakfast Spot,IHOP,4b8475e6f964a520d63631e3
710,Madera,1,Sandwich Place,TOGO'S Sandwiches,53f51949498e2942baa4e44d
711,Madera,1,Fast Food Restaurant,Carl's Jr. / Green Burrito,4b820db6f964a5202ec930e3
712,Madera,1,Pizza Place,Pizza Hut,4c5ffd153a3703bb7f14e406
713,Madera,1,Ice Cream Shop,Baskin-Robbins,4f91bdaa7beb818efa884754
714,Madera,1,Sandwich Place,Cinnabon,4f256896e4b0e120829cf0d9
715,Madera,1,Sandwich Place,Subway,4b65f00af964a520a8092be3
716,Madera,1,Sandwich Place,SUBWAY,4b917954f964a52045bf33e3
717,Madera,1,Sandwich Place,SUBWAY,4e9f1841dab4b02e653ebed7
718,Madera,1,Donut Shop,Dunkin',5b0338fea22db7002c5cfa4f
719,Madera,1,Pizza Place,Little Caesars Pizza,4cd0ad8d1ac7a1cdeb181b92
720,Madera,1,Fast Food Restaurant,Carl's Jr.,4ce71cc1d99f721eb61ba873
721,Madera,2,Italian Restaurant,DiCicco's,4b9bf5d8f964a520c73a36e3
722,Madera,2,American Restaurant,The Vineyard Restaurant,4b760724f964a5209c372ee3
723,Madera,2,Vietnamese Restaurant,Phodera,4fcfdcfee4b0b14861582ecc
724,Madera,2,Diner,Black Bear Diner,5490adc9498e87dd3e30529d
725,Madera,2,Wings Joint,Wingstop,51104d163d7c2f14d10c4447
726,Madera,2,BBQ Joint,Players Smoked BBQ,51e06133498efa9d7be98bf4
727,Marin,1,Pizza Place,Pizzeria Picco,4ade4fa7f964a520e47421e3
728,Marin,1,National Park,Muir Woods National Monument,454cf043f964a520c63c1fe3
729,Marin,1,Pizza Place,San Drino,55fcbb96498eb3a5d57cb374
730,Marin,1,Mexican Restaurant,The Siren Canteen,53c44199498edc618e131ad9
731,Marin,1,Mexican Restaurant,Mi Pueblo,502ee8c5e4b0c65b4a903872
732,Marin,1,Burger Joint,In-N-Out Burger,52325a342fc673ebf3ad4e16
733,Marin,1,Bakery,Rustic Bakery,4d3a3f6397e0a1cdcb2d6c3e
734,Marin,1,Burger Joint,Shake Shack,5c9a849933e118002c92e276
735,Marin,1,Bar,Gestalt Haus Fairfax,4aa46978f964a520bb4620e3
736,Marin,1,Coffee Shop,Equator Coffees & Teas,57377135498e8763633daa51
737,Marin,1,New American Restaurant,Cafe Del Soul,5161d498498ee174ce00b533
738,Marin,1,Sandwich Place,Michael's Sourdough Sandwiches,4b4248faf964a520b6d025e3
739,Marin,1,Coffee Shop,Shoreline Coffee Shop,4b1ea1faf964a520101d24e3
740,Marin,1,Coffee Shop,Philz Coffee,59d67b929ef8ef6d20f11c3d
741,Marin,1,Pizza Place,Creekside Pizza & Taproom,597d493abd4009797aa65c79
742,Marin,1,Ice Cream Shop,Fairfax Scoop,4a74c6baf964a5208cdf1fe3
743,Marin,1,Bakery,Arizmendi Bakery,4b8d8ccff964a520910033e3
744,Marin,1,Café,Eduardo's  Restaurant,4adf2f55f964a520207821e3
745,Marin,1,Ice Cream Shop,Three Twins Ice Cream,4efcde8f8b81b0190808932c
746,Marin,1,Deli / Bodega,Sausalito Gourmet Delicatessen,4b4b93e3f964a520d6a026e3
747,Marin,1,Bakery,Rustic Bakery,574202d4498e0117fca672c4
748,Marin,1,Mexican Restaurant,Taqueria Cancun,4b5d1cbdf964a5202e5329e3
749,Marin,1,Burger Joint,In-N-Out Burger,43fed5a9f964a52004301fe3
750,Marin,1,Burger Joint,Super Duper Burger,4eece8272c5bafa618643137
751,Marin,1,Mexican Restaurant,Picante,4b4249f5f964a520cad025e3
752,Marin,1,Burger Joint,Five Guys,51476a3ee4b075ebde3e51ae
753,Marin,1,Juice Bar,Juice Girl,53bacdf5498ea7ec7d5a3789
754,Marin,1,Mexican Restaurant,Mi Pueblo Food Center,4ba3cd26f964a520046138e3
755,Marin,1,Mexican Restaurant,Flores,5bc1044d1cf2e1002c822ccd
756,Marin,1,Sandwich Place,Italian Delite,4a1c52baf964a520387b1fe3
757,Marin,2,Bakery,M.H. Bread and Butter,517b3dbe80555420b2aa7f35
758,Marin,2,Latin American Restaurant,Sol Food Puerto Rican Cuisine,49cb3851f964a52001591fe3
759,Marin,2,Coffee Shop,Equator Coffees & Teas,51c765b5498e538e7259f69b
760,Marin,2,Caribbean Restaurant,Sol Food Puerto Rican Cuisine,511555f1e4b0cde3d2e54b8c
761,Marin,2,Coffee Shop,Equator Coffees & Teas,528ef16c498ee4dc21194848
762,Marin,2,American Restaurant,Sir And Star at the Olema,51f5ad42498e374989d7506d
763,Marin,2,Pizza Place,Bar Bocce,4d856fbb5ad3a0930500e6fd
764,Marin,2,Indian Restaurant,Cafe Lotus,4b8d8f63f964a520130133e3
765,Marin,2,Cheese Shop,Cowgirl Creamery at Pt Reyes Station,4aee13e1f964a520e2d121e3
766,Marin,2,Thai Restaurant,My Thai,4b1dc825f964a5203a1524e3
767,Marin,2,Sandwich Place,Blue Barn Gourmet,5071f0b2e4b0559b4e185b88
768,Marin,2,Bakery,Rustic Bakery,4b006d21f964a520183e22e3
769,Marin,2,American Restaurant,Restaurant Picco,4e2b94e718a80bb0585bb3b7
770,Marin,2,American Restaurant,Terrapin Crossroads,4f5831631e17278641a1c59c
771,Marin,2,BBQ Joint,Pig in a Pickle,53cd759e498eaca0b60c1dd0
772,Marin,2,Mexican Restaurant,Los Moles,54decd91498e9bec96f9210d
773,Marin,2,Seafood Restaurant,Tomales Bay Oyster Company,4bd4b7726798ef3b2a41628d
774,Marin,2,Seafood Restaurant,Salito's Crab House & Prime Rib,4e5aa906a8098920b3cefb4c
775,Marin,2,Café,Comforts Fine City Homestyle Food,4abcee0af964a520bc8720e3
776,Marin,2,Italian Restaurant,Piatti,4c9e93cb7c096dcb21c1d6d1
777,Marin,2,Burger Joint,Napa Valley Burger,4f19cbc4e4b025b0616b40b6
778,Marin,2,Indian Restaurant,Lotus Cuisine of India,4a64f33ff964a5200bc71fe3
779,Marin,2,Asian Restaurant,Burmatown,54bb1ed0498ec3ed3d9f00a7
780,Marin,2,American Restaurant,Barrel House Tavern,51ccee2a498efb66f29c7613
781,Marin,2,Taco Place,Joe's Taco Lounge,4a46e8ccf964a520a6a91fe3
782,Marin,2,Italian Restaurant,Piazza D'Angelo Ristorante,4acb8dc3f964a52042c420e3
783,Marin,2,Wine Bar,Tiburon Wine,50a851e5e4b02dc98d456e8e
784,Marin,2,Asian Restaurant,Bbq & Curry House Indian and Pakistani Restaurant,529535c9498edd5b17f4c302
785,Marin,2,Bar,Iron Springs Public House,5a6b838242d8c2036cfaa266
786,Marin,2,Deli / Bodega,Woodlands Market,4dbc5e9c43a1d8504b8a1bc3
787,Marin,3,Seafood Restaurant,Hog Island Oyster Farm,4b525906f964a5208c7827e3
788,Marin,3,Seafood Restaurant,Saltwater,5000e9f5e4b093944c2b94eb
789,Marin,3,Japanese Restaurant,Sushi Ran,43c3ad7ef964a520542d1fe3
790,Marin,3,Seafood Restaurant,Scoma's Sausalito,49cf0b37f964a5209d5a1fe3
791,Marin,3,Seafood Restaurant,Fish.,4a4593a3f964a5205ba81fe3
792,Marin,3,Bakery,Rustic Bakery,4f3eb5c7e4b0c9cefead4e2c
793,Marin,3,Seafood Restaurant,The Marshall Store,4bf065a124f19c746639f983
794,Marin,3,Brewery,Mill Valley Beerworks,4b8da6d0f964a520840633e3
795,Marin,3,American Restaurant,Buckeye Roadhouse,4a2b0fb9f964a52094961fe3
796,Marin,3,Italian Restaurant,Il Davide Cucina Italiana,4c2d22681683b713d04826ec
797,Marin,3,Ice Cream Shop,Silberman's Ice Cream,4b8346f0f964a520580031e3
798,Marin,3,American Restaurant,Farmshop,518b078e498e719eefcfafbc
799,Marin,3,Mediterranean Restaurant,Insalata's,4ad8171df964a520b81021e3
800,Marin,3,Gastropub,Joinery,58718a395a5869791ca76f37
801,Marin,4,Seafood Restaurant,Nick's Cove & Cottages,4bc3cae2dce4eee129c1719d
802,Mendocino,1,Dive Bar,Dick's Place,4b789992f964a52077d92ee3
803,Mendocino,1,Café,Goodlife Cafe & Bakery,5037fefae4b0d3a7939ac78a
804,Mendocino,1,Breakfast Spot,Queenies Cafe,4ed25df56da162f1c0d2857b
805,Mendocino,1,Pub,Patterson's Pub,4aa461acf964a520a64620e3
806,Mendocino,1,Dessert Shop,Papa Bear’s Chocolate Haus,4bca0d36937ca593eefaa692
807,Mendocino,1,Café,Mosswood Market Cafe & Bakery,4b65f53ff964a520000b2be3
808,Mendocino,1,Ice Cream Shop,Paysanne,4c843360d4e23704ad3f7888
809,Mendocino,1,Deli / Bodega,Boonville General Store,4b3bc96af964a520337b25e3
810,Mendocino,1,Deli / Bodega,Mendocino Market,4bc10385f8219c74deb0b210
811,Mendocino,1,Pizza Place,Frankie's,4b78c2eef964a52045e12ee3
812,Mendocino,1,Beer Garden,Boonville Beerfest,4be4bd38910020a13e34d214
813,Mendocino,1,Deli / Bodega,Tote Féte,4bc9ff2f0687ef3bdcfadacc
814,Mendocino,1,Diner,Redwood Drive-In Cafe,4b75d89af964a52003292ee3
815,Mendocino,1,Coffee Shop,Moody's Organic Coffee Bar,4bbcfa2b593fef3b1ae50256
816,Mendocino,2,Brewery,Anderson Valley Brewing Company,4b819a1df964a520ebb130e3
817,Mendocino,2,New American Restaurant,Stone And Embers,526c6e9011d2c398f1d82057
818,Mendocino,2,Restaurant,The Apple Farm,4cb22f5aaef16dcb9374bf54
819,Mendocino,2,American Restaurant,Little River Inn Restaurant,590e911b82a750569d522c65
820,Mendocino,2,American Restaurant,Trillium Cafe,5337297a11d2d39d07ef81b7
821,Mendocino,2,Breakfast Spot,Circa '62 at the Inn at Schoolhouse Creek,506db624e4b0b4cf0dd0eaac
822,Mendocino,2,Restaurant,Table 128,4efa734930f894d86b220ad6
823,Mendocino,2,Italian Restaurant,Luna Trattoria,5abc5ae960d11b070d10d1bb
824,Mendocino,2,American Restaurant,Lauren's,4b7610a4f964a520463a2ee3
825,Mendocino,2,Wine Bar,Husch Vineyards,4f32905119836c91c7e4109a
826,Mendocino,2,American Restaurant,The Buckhorn Boonville,4d817b8759d16dcbe86bfa1b
827,Mendocino,2,Restaurant,Mendocino Hotel Bistro,4de302f62271bfb844aa4e42
828,Mendocino,3,New American Restaurant,Bewildered Pig,58ce0c2e24ca6a54f1ff6fa4
829,Mendocino,3,Hotel Bar,The Boonville Hotel,4ba8ce0df964a52053f039e3
830,Mendocino,3,New American Restaurant,Cafe Beaujolais,4b32c64af964a520a91325e3
831,Mendocino,3,Cocktail Bar,Ole's Whale Watch Bar,4bd488736798ef3b36d0618d
832,Mendocino,3,Seafood Restaurant,Mendocino Cafe,4ab3f000f964a520356f20e3
833,Mendocino,3,Vegetarian / Vegan Restaurant,Ravens' Restaurant,4b78d120f964a52075e32ee3
834,Mendocino,4,American Restaurant,"MacCallum House Restaurant, Grey Whale Bar & Cafe",4c5ccb569b28d13a9e055870
835,Mendocino,4,Seafood Restaurant,Wild Fish,4eed694c9911d70cb7d54174
836,Merced,1,Diner,Toni's Courtyard Cafe,4b4cfdb5f964a520e0c626e3
837,Merced,1,Burger Joint,In-N-Out Burger,4b4bee96f964a52085ab26e3
838,Merced,1,Bagel Shop,Bagel Tyme,4bc9e0dfcc8cd13ac553bccf
839,Merced,1,Burger Joint,H&W Family Drive In,4bee08982c082d7fbbf32f42
840,Merced,1,Mexican Restaurant,El Asadero Restaurant,4ce47e85e1dba35de6937c88
841,Merced,1,Coffee Shop,Starbucks,4bb2042df964a52035b23ce3
842,Merced,1,Juice Bar,Jamba Juice,4ba6524df964a5201f4639e3
843,Merced,1,Diner,Paul's Place Restaurant & Bakery,4bba210b7421a593326dc340
844,Merced,1,Coffee Shop,Starbucks,57ca1b4e38fa9033380e3fbe
845,Merced,1,Mexican Restaurant,Mario's Taco Shop,4c4f35ee8b5520a1370e2004
846,Merced,1,Burger Joint,Five Guys,5758665a498e4b8f20749d5a
847,Merced,1,Mexican Restaurant,Chipotle Mexican Grill,52f3da7f498eb0fd98519e05
848,Merced,1,Donut Shop,Donut King's,4d5813db7c0b370433e7dd08
849,Merced,1,Café,Coffee Bandits,4eda9bf00aaf49e029dd5e38
850,Merced,1,Coffee Shop,Starbucks,4ba78bdaf964a520349c39e3
851,Merced,1,Ice Cream Shop,Cold Stone Creamery,4c080918b913b7135af39621
852,Merced,1,Coffee Shop,Starbucks,4ba2b0fff964a520af1038e3
853,Merced,1,Pizza Place,Pizza Villa,4b5a07dff964a520d7a828e3
854,Merced,1,Mexican Restaurant,Los Panchos,4dc4b633d4c0ad9c0f7672f8
855,Merced,1,Taco Place,J & R Tacos,4b834cc6f964a520610131e3
856,Merced,1,Chinese Restaurant,New China Cafe,4c71e72d9e706dcb27b44962
857,Merced,1,Mexican Restaurant,Florencio's Mexican Restaurant,4bf092ebb315c9b6683293ff
858,Merced,1,Breakfast Spot,IHOP,4bc11cc574a9a593c662d1f6
859,Merced,1,Pizza Place,Papa Murphy's,4c4a56f9f7cc1b8dbcf13c3e
860,Merced,1,Fast Food Restaurant,Sonic Drive-In,4af5f707f964a5208aff21e3
861,Merced,1,Sandwich Place,TOGO'S Sandwiches,4c1e99d263750f471904ba67
862,Merced,1,Mexican Restaurant,Mariana's Mexican Grill,4be89be3c5220f47f0faa9ca
863,Merced,1,Pizza Place,Round Table Pizza,4bcb63cccc8cd13adf4cbfcf
864,Merced,1,Fast Food Restaurant,Del Taco,4b9add40f964a5206ddd35e3
865,Merced,1,Fast Food Restaurant,Taco Bell,4c3f5cd9d691c9b619a0890a
866,Merced,2,Bakery,Panera Bread,530f5d9911d2a2933628bfab
867,Merced,2,American Restaurant,Jantz Cafe,51437dafe4b0158df9ac21c6
868,Merced,2,Indian Restaurant,Taste Of Little India,4bb3f2d09af3b7139fcf8b28
869,Merced,2,Italian Restaurant,Strings Italian Cafe,4b663e35f964a520651a2be3
870,Merced,2,Asian Restaurant,Thai Cuisine II,4bbbd04651b89c7424c3862a
871,Merced,2,Japanese Restaurant,Pocket 8's Sushi & Grill,4be8602a88ed2d7ff1cacb1d
872,Merced,2,New American Restaurant,Bella Luna Bistro,4f0750d2e4b0ef60ec5b0f22
873,Merced,2,Diner,Black Bear Diner,5490b1fc498ec1eb54e09508
874,Merced,2,Thai Restaurant,Sam's Cafe,4b6f2bb1f964a520b2e12ce3
875,Merced,2,Indian Restaurant,Turmeric Indian Cuisine,51ae3e5a498e49e56f96dd8e
876,Merced,2,Bar,O'Ryleigh's Tavern,4bd29b049854d13ad91bfc4d
877,Merced,2,BBQ Joint,The BBQ Pit,4bc1fc484cdfc9b6674f9521
878,Merced,3,Steakhouse,The Branding Iron Restaurant,4bf5ff0d004ed13a51d541a0
879,Monterey,1,Beer Garden,Fieldwork Brewing Company,599667f5f0b49071072a3d36
880,Monterey,1,Sandwich Place,Compagno's Market & Deli,4b254954f964a5205d6f24e3
881,Monterey,1,Bakery,Parker-Lusseau Pastries,4c3638091e06d13ae0d7733e
882,Monterey,1,Burger Joint,In-N-Out Burger,56f4438f498ed9041c857d4c
883,Monterey,1,Coffee Shop,Captain + Stoker,5ae4a6ac0dd31f0024c62304
884,Monterey,1,Coffee Shop,Bright Coffee,52261aac11d22eec5772fb8f
885,Monterey,1,Sandwich Place,Mundos Cafe,4e36c7472271b2cf068525ea
886,Monterey,1,Pizza Place,Pizza My Heart,4a74e8a7f964a520f8df1fe3
887,Monterey,1,Vegetarian / Vegan Restaurant,El Cantaro,5195203c498ea6c394ace669
888,Monterey,1,Sports Bar,Sticks at Spanish Bay,4bc8ca2f92b376b08434523a
889,Monterey,1,Sandwich Place,La Sala's Bi-rite,4beafc2da9900f478d371740
890,Monterey,1,Ice Cream Shop,Revival Ice Cream,5801a2cd38faa9fbef124c0e
891,Monterey,1,Breakfast Spot,Old Monterey Cafe,4b65e6def964a52025072be3
892,Monterey,1,Bakery,Patisserie Bechler,4c40b4d9e26920a199525de7
893,Monterey,1,Coffee Shop,Starbucks,4aff8afef964a520643922e3
894,Monterey,1,Coffee Shop,Water + Leaves,56856c5a498e81a958a42f40
895,Monterey,1,Mexican Restaurant,Papa Chano's,4b4a3b9df964a520e67f26e3
896,Monterey,1,Pizza Place,heirloom pizza co.,59fa5c008ad62e632762ceb8
897,Monterey,1,Coffee Shop,Cafe Lumiere,4ae21b52f964a520c98a21e3
898,Monterey,1,Breakfast Spot,The Club Room,4be25540660ec9287763c93b
899,Monterey,1,Café,Tidal Coffee,5a78d3a1772fbc2908e5b2ff
900,Monterey,1,Coffee Shop,Peet's Coffee & Tea,4bad7f9af964a520b6563be3
901,Monterey,1,Pizza Place,Pelican Pizza,4bb01ae9f964a52064373ce3
902,Monterey,2,Aquarium,Monterey Bay Aquarium,4a028eeef964a5205d711fe3
903,Monterey,2,Ice Cream Shop,Cold Stone Creamery,4b686a35f964a52012772be3
904,Monterey,2,Brewery,Alvarado Street Brewery & Grill,535e85ec498eba1a5a1478b9
905,Monterey,2,Restaurant,Hula's Island Grill & Tiki Room,4ace80a7f964a520eed020e3
906,Monterey,2,Sandwich Place,Ike's Sandwiches,531fb925498e34aff22365d6
907,Monterey,2,Sushi Restaurant,Crystal Fish,4b3ffa55f964a52069b325e3
908,Monterey,2,Grocery Store,Trader Joe's,4b60e327f964a520ceff29e3
909,Monterey,2,Wine Bar,A Taste of Monterey,4cb8dff5dd41a35d5728dea0
910,Monterey,2,Seafood Restaurant,Monterey's Fish House,4b5539cdf964a52038df27e3
911,Monterey,2,Cupcake Shop,Kara's Cupcakes,5206f421498e924279f9dd7f
912,Monterey,2,Sushi Restaurant,Yama Sushi,4b47e6c2f964a520554326e3
913,Monterey,2,Bakery,Paris Bakery Cafe,4b6fac7df964a520aaf92ce3
914,Monterey,2,Diner,Loulou's Griddle In The Middle,4b9d4838f964a520df9f36e3
915,Monterey,2,Pizza Place,Gianni's Pizza,4b6f7050f964a5208bf02ce3
916,Monterey,2,Pub,The Crown & Anchor,4b493c56f964a520ff6a26e3
917,Monterey,2,Thai Restaurant,Zab Zab Thai Cuisine,54a34f9c498e2a645b6c9f00
918,Monterey,2,Italian Restaurant,Taste Cafe & Bistro,4c100a0eb93cc9b6a91c56e0
919,Monterey,2,American Restaurant,Rosine's Restaurant,4aabfdcdf964a5206d5b20e3
920,Monterey,2,Sushi Restaurant,Ocean Sushi Deli,4b4a5d9ff964a5206c8526e3
921,Monterey,2,Restaurant,Crepes of Brittany,5802078d38fab63bb7405566
922,Monterey,2,Mediterranean Restaurant,Paprika Cafe,4bc3d013461576b0043e7f32
923,Monterey,2,Seafood Restaurant,Bubba Gump Shrimp Co.,4b107d2df964a520937123e3
924,Monterey,2,American Restaurant,Lalla Grill,4b6ce5b0f964a520565c2ce3
925,Monterey,2,Chinese Restaurant,P.F. Chang's,4c05a6c0d3842d7fc789be41
926,Monterey,2,Coffee Shop,Starbucks,4c39f39f2c8020a1f3758d00
927,Monterey,2,Mexican Restaurant,Chipotle Mexican Grill,5282948a11d248c5b0ee5d19
928,Monterey,2,Indian Restaurant,Ambrosia India Bistro,4b7f2167f964a520ca1830e3
929,Monterey,2,American Restaurant,Islands Restaurant,4b4fc874f964a5203f1527e3
930,Monterey,2,Italian Restaurant,Paluca Trattoria,4daa41866e81162ae7d3439c
931,Monterey,2,Creperie,Crepes of Brittany,4df797ed1f6e94c2c7802838
932,Monterey,3,New American Restaurant,Montrio Bistro,4aac5ce3f964a520a15d20e3
933,Monterey,3,New American Restaurant,Tarpy's Road House,4b58d1f0f964a520e06c28e3
934,Monterey,3,French Restaurant,Bistro Moulin,4c8ad2c31797236a1a746588
935,Monterey,3,Seafood Restaurant,Chart House Restaurant,4b6a22dff964a52095c92be3
936,Monterey,3,Seafood Restaurant,The Poke Lab,56ba4f2a498e293d3dacea24
937,Monterey,3,Seafood Restaurant,Shake's Old Fisherman's Grotto,4a028f66f964a5205e711fe3
938,Monterey,3,Seafood Restaurant,Sandbar & Grill,4b908116f964a520a58d33e3
939,Monterey,3,Seafood Restaurant,The Sardine Factory,4a19f7d8f964a520737a1fe3
940,Monterey,3,Seafood Restaurant,Fish Hopper Seafood & Steaks,4a986d9af964a520f72b20e3
941,Monterey,3,New American Restaurant,Lalla Oceanside Grill,5662574f498e7d1d096e9bd4
942,Monterey,3,Seafood Restaurant,Schooners,4b22f988f964a520635124e3
943,Monterey,3,Lounge,Lallapalooza,4a73ac5bf964a52021dd1fe3
944,Monterey,3,Seafood Restaurant,Sea Harvest Fish Market,4abfc3b0f964a5200c9220e3
945,Monterey,3,Seafood Restaurant,Wave Street Café,55f98955498e17705d41da52
946,Monterey,3,Greek Restaurant,Epsilon Fine Greek Restaurant,4d32597d8c42a1cd460de85d
947,Monterey,3,Seafood Restaurant,crab house,58928a01ba883735f309f180
948,Monterey,3,American Restaurant,Rocky Point,4b9c028df964a5206e4036e3
949,Monterey,4,American Restaurant,Whaling Station Steakhouse,4b6521a0f964a52095e52ae3
950,Napa,1,Café,Southside,574214ee498ef558ce9d8513
951,Napa,1,Coffee Shop,Ritual Coffee Roasters,4b251b9cf964a5205b6c24e3
952,Napa,1,Ice Cream Shop,Three Twins,4b799b31f964a52010052fe3
953,Napa,1,Fast Food Restaurant,Heritage Eats,55198243498edbf6282c1f77
954,Napa,1,Burger Joint,In-N-Out Burger,4a7e32ccf964a52067f11fe3
